date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-05-22,2026-05-22T18:56:00,Statehouse Watch,Staten Island regional employers highlight training needs around automation as debate grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Staten Island residents emphasizing debate.",https://example.com/operational-demo/00465,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,local news,statehousewatch.example,English,True
2026-05-22,2026-05-22T18:52:00,Rochester Herald,Queens tech expansion stories raise questions about workforce stability as concern grows,"Rochester Herald notes that AI / tech jobs narratives in NYC are being repeated across policy newsletter coverage, with Queens residents emphasizing concern.",https://example.com/operational-demo/01752,AI / tech jobs,Queens; NYC,Queens; NYC,policy newsletter,rochesterherald.example,English,True
2026-05-22,2026-05-22T18:46:00,NY Civic Monitor,Staten Island subway and downtown safety concerns continue to circulate as concern grows,"NY Civic Monitor notes that immigration / public safety narratives in NYC are being repeated across social listening digest coverage, with Staten Island residents emphasizing concern.",https://example.com/operational-demo/00103,immigration / public safety,Staten Island; NYC,Staten Island; NYC,social listening digest,nycivicmonitor.example,English,True
2026-05-22,2026-05-22T18:28:00,NY Civic Monitor,Erie County voters connect ethics stories to broader competence concerns as urgent grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Western NY are being repeated across TV transcript coverage, with Erie County residents emphasizing urgent.",https://example.com/operational-demo/01188,corruption / competence / trust,Erie County; Western NY,Erie County; Western NY,TV transcript,nycivicmonitor.example,English,True
2026-05-22,2026-05-22T18:07:00,Buffalo Civic Wire,Syracuse local officials debate affordability relief proposals as attention grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Central NY are being repeated across local news coverage, with Syracuse residents emphasizing attention.",https://example.com/operational-demo/01412,affordability / cost of living,Syracuse; Central NY,Syracuse; Central NY,local news,buffalocivicwire.example,English,True
2026-05-22,2026-05-22T17:55:00,Syracuse Policy Review,Manhattan local coverage questions whether government can deliver reliably as attention grows,"Syracuse Policy Review notes that corruption / competence / trust narratives in NYC are being repeated across local news coverage, with Manhattan residents emphasizing attention.",https://example.com/operational-demo/01417,corruption / competence / trust,Manhattan; NYC,Manhattan; NYC,local news,syracusepolicyreview.example,English,True
2026-05-22,2026-05-22T17:51:00,Metro Narrative Scan,Huntington commuters connect fare pressure to household budgets as attention grows,"Metro Narrative Scan notes that affordability / cost of living narratives in Long Island are being repeated across policy newsletter coverage, with Huntington residents emphasizing attention.",https://example.com/operational-demo/02120,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,policy newsletter,metronarrativescan.example,English,True
2026-05-22,2026-05-22T17:26:00,Syracuse Policy Review,Schenectady watchdogs press for accountability and procurement transparency as attention grows,"Syracuse Policy Review notes that corruption / competence / trust narratives in Capital Region are being repeated across TV transcript coverage, with Schenectady residents emphasizing attention.",https://example.com/operational-demo/02219,corruption / competence / trust,Schenectady; Capital Region,Schenectady; Capital Region,TV transcript,syracusepolicyreview.example,English,True
2026-05-22,2026-05-22T17:18:00,NY Civic Monitor,Staten Island voters connect ethics stories to broader competence concerns as discussion grows,"NY Civic Monitor notes that corruption / competence / trust narratives in NYC are being repeated across local news coverage, with Staten Island residents emphasizing discussion.",https://example.com/operational-demo/02256,corruption / competence / trust,Staten Island; NYC,Staten Island; NYC,local news,nycivicmonitor.example,English,True
2026-05-22,2026-05-22T17:17:00,Empire State Ledger,Huntington local coverage questions whether government can deliver reliably as urgent grows,"Empire State Ledger notes that corruption / competence / trust narratives in Long Island are being repeated across local news coverage, with Huntington residents emphasizing urgent.",https://example.com/operational-demo/00525,corruption / competence / trust,Huntington; Long Island,Huntington; Long Island,local news,empirestateledger.example,English,True
2026-05-22,2026-05-22T16:53:00,Empire State Ledger,Syracuse families describe grocery and utility pressure as progress grows,"Empire State Ledger notes that affordability / cost of living narratives in Central NY are being repeated across public radio coverage, with Syracuse residents emphasizing progress.",https://example.com/operational-demo/02209,affordability / cost of living,Syracuse; Central NY,Syracuse; Central NY,public radio,empirestateledger.example,English,True
2026-05-22,2026-05-22T16:17:00,Statehouse Watch,Rochester subway and downtown safety concerns continue to circulate as pressure grows,"Statehouse Watch notes that immigration / public safety narratives in Western NY are being repeated across community forum coverage, with Rochester residents emphasizing pressure.",https://example.com/operational-demo/02483,immigration / public safety,Rochester; Western NY,Rochester; Western NY,community forum,statehousewatch.example,English,True
2026-05-22,2026-05-22T16:16:00,Buffalo Civic Wire,Nassau labor groups call for guardrails around artificial intelligence as urgent grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Long Island are being repeated across community forum coverage, with Nassau residents emphasizing urgent.",https://example.com/operational-demo/02542,AI / tech jobs,Nassau; Long Island,Nassau; Long Island,community forum,buffalocivicwire.example,English,True
2026-05-22,2026-05-22T16:09:00,Hudson Valley Public Radio,Troy labor groups call for guardrails around artificial intelligence as questions grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Capital Region are being repeated across policy newsletter coverage, with Troy residents emphasizing questions.",https://example.com/operational-demo/00453,AI / tech jobs,Troy; Capital Region,Troy; Capital Region,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-05-22,2026-05-22T16:09:00,NY Civic Monitor,Hempstead workers ask whether AI investment will produce durable jobs as questions grows,"NY Civic Monitor notes that AI / tech jobs narratives in Long Island are being repeated across public radio coverage, with Hempstead residents emphasizing questions.",https://example.com/operational-demo/00740,AI / tech jobs,Hempstead; Long Island,Hempstead; Long Island,public radio,nycivicmonitor.example,English,True
2026-05-22,2026-05-22T15:59:00,Syracuse Policy Review,Rome workers ask whether AI investment will produce durable jobs as urgent grows,"Syracuse Policy Review notes that AI / tech jobs narratives in Central NY are being repeated across community forum coverage, with Rome residents emphasizing urgent.",https://example.com/operational-demo/00648,AI / tech jobs,Rome; Central NY,Rome; Central NY,community forum,syracusepolicyreview.example,English,True
2026-05-22,2026-05-22T15:50:00,NY Civic Monitor,Bronx renters describe instability and repair delays as frustration grows,"NY Civic Monitor notes that housing / rent narratives in NYC are being repeated across policy newsletter coverage, with Bronx residents emphasizing frustration.",https://example.com/operational-demo/00038,housing / rent,Bronx; NYC,Bronx; NYC,policy newsletter,nycivicmonitor.example,English,True
2026-05-22,2026-05-22T15:42:00,Hudson Valley Public Radio,Queens officials debate public safety coordination and fairness as progress grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in NYC are being repeated across public radio coverage, with Queens residents emphasizing progress.",https://example.com/operational-demo/01234,immigration / public safety,Queens; NYC,Queens; NYC,public radio,hudsonvalleypublicradio.example,English,True
